filename_i,date,citedby_count
1245,2017-12-31,0
1246,2017-12-31,0
1247,2017-12-31,2
1248,2017-12-31,1
1249,2017-12-31,0
1250,2017-12-31,0
1251,2017-12-31,38
1252,2017-12-31,2
1253,2017-12-31,25
1254,2017-12-31,1
1255,2017-12-31,1
1256,2017-12-31,0
1257,2017-12-31,18
1258,2017-12-31,2
1259,2017-12-31,2
1260,2017-12-31,29
1261,2017-12-31,1
1262,2017-12-31,4
1263,2017-12-31,2
1264,2017-12-31,84
1265,2017-12-31,24
1266,2017-12-31,79
1267,2017-12-31,48
1268,2017-12-31,119
1269,2017-12-31,74
1270,2017-12-31,66
1271,2017-12-31,4
1272,2017-12-31,0
1273,2017-12-31,0
1274,2017-12-31,34
1275,2017-12-31,49
1276,2017-12-31,68
1277,2017-12-31,142
1278,2017-12-31,0
1279,2017-12-31,0
1280,2017-12-31,0
1281,2017-12-31,0
1282,2017-12-31,0
1283,2017-12-31,1
1284,2017-12-31,0
1285,2017-12-31,0
1286,2017-12-31,1
1287,2017-12-31,0
1288,2017-12-31,1
1289,2017-12-31,0
1290,2017-12-31,0
1291,2017-12-31,0
1292,2017-12-31,0
1293,2017-12-31,0
1294,2017-12-31,0
1295,2017-12-31,7
1296,2017-12-31,39
1297,2017-12-31,0
1298,2017-12-31,12
1299,2017-12-31,0
1300,2017-12-31,9
1301,2017-12-31,7
1302,2017-12-31,36
1303,2017-12-31,2
1304,2017-12-31,47
1305,2017-12-31,48
1306,2017-12-31,0
1307,2017-12-31,15
1308,2017-12-31,136
1309,2017-12-31,1
1310,2017-12-31,32
1311,2017-12-31,174
1312,2017-12-31,0
1313,2017-12-31,15
1314,2017-12-31,93
1315,2017-12-31,216
1316,2017-12-31,3
1317,2017-12-31,3
1318,2017-12-31,0
1319,2017-12-31,16
1320,2017-12-31,2
1321,2017-12-31,0
1322,2017-12-31,4
1323,2017-12-31,3
1324,2017-12-31,4
1325,2017-12-31,2
1326,2017-12-31,5
1327,2017-12-31,30
1328,2017-12-31,5
1329,2017-12-31,12
1330,2017-12-31,0
1331,2017-12-31,1
1332,2017-12-31,15
1333,2017-12-31,10
1334,2017-12-31,1
1335,2017-12-31,2
1336,2017-12-31,0
1337,2017-12-31,242
1338,2017-12-31,174
1339,2017-12-31,5
1340,2017-12-31,3
1341,2017-12-31,23
1342,2017-12-31,0
1343,2017-12-31,1
1344,2017-12-31,3
1345,2017-12-31,7
1346,2017-12-31,4
1347,2017-12-31,0
1348,2017-12-31,3
1349,2017-12-31,13
1350,2017-12-31,3
1351,2017-12-31,6
1352,2017-12-31,6
1353,2017-12-31,0
1354,2017-12-31,0
1355,2017-12-31,2
1356,2017-12-31,54
1357,2017-12-31,47
1358,2017-12-31,6
1359,2017-12-31,80
1360,2017-12-31,3
1361,2017-12-31,1
1362,2017-12-31,0
1363,2017-12-31,0
1364,2017-12-31,2
1365,2017-12-31,0
1366,2017-12-31,0
1367,2017-12-31,0
1368,2017-12-31,0
1369,2017-12-31,8
1370,2017-12-31,6
1371,2017-12-31,3
1372,2017-12-31,1
1373,2017-12-31,0
1374,2017-12-31,6
1375,2017-12-31,2
1376,2017-12-31,0
1377,2017-12-31,24
1378,2017-12-31,22
1379,2017-12-31,1
1380,2017-12-31,51
1381,2017-12-31,14
1382,2017-12-31,4
1383,2017-12-31,4
1384,2017-12-31,1
1385,2017-12-31,109
1386,2017-12-31,32
1387,2017-12-31,42
1388,2017-12-31,53
1389,2017-12-31,68
1390,2017-12-31,41
1391,2017-12-31,32
1392,2017-12-31,1
1393,2017-12-31,15
1394,2017-12-31,82
1395,2017-12-31,34
1396,2017-12-31,1
1397,2017-12-31,94
1398,2017-12-31,6
1399,2017-12-31,9
1400,2017-12-31,50
1401,2017-12-31,30
1402,2017-12-31,42
1403,2017-12-31,15
1404,2017-12-31,77
1405,2017-12-31,17
1406,2017-12-31,0
1407,2017-12-31,57
1408,2017-12-31,13
1409,2017-12-31,8
1410,2017-12-31,34
1411,2017-12-31,67
1412,2017-12-31,13
1413,2017-12-31,7
1414,2017-12-31,42
1415,2017-12-31,59
1416,2017-12-31,15
1417,2017-12-31,9
1418,2017-12-31,8
1419,2017-12-31,101
1420,2017-12-31,19
1421,2017-12-31,57
1422,2017-12-31,21
1423,2017-12-31,27
1424,2017-12-31,5
1425,2017-12-31,53
1426,2017-12-31,57
1427,2017-12-31,43
1428,2017-12-31,43
1429,2017-12-31,0
1430,2017-12-31,10
1431,2017-12-31,30
1432,2017-12-31,9
1433,2017-12-31,33
1434,2017-12-31,53
1435,2017-12-31,19
1436,2017-12-31,129
1437,2017-12-31,61
1438,2017-12-31,29
1439,2017-12-31,1
1440,2017-12-31,33
1441,2017-12-31,11
1442,2017-12-31,109
1443,2017-12-31,54
1444,2017-12-31,9
1445,2017-12-31,12
1446,2017-12-31,4
1447,2017-12-31,3
1448,2017-12-31,5
1449,2017-12-31,4
1450,2017-12-31,29
1451,2017-12-31,21
1452,2017-12-31,21
1453,2017-12-31,11
1454,2017-12-31,5
1455,2017-12-31,3
1456,2017-12-31,38
1457,2017-12-31,1
1458,2017-12-31,73
1459,2017-12-31,55
1460,2017-12-31,7
1461,2017-12-31,11
1462,2017-12-31,6
1463,2017-12-31,16
1464,2017-12-31,24
1465,2017-12-31,25
1466,2017-12-31,20
1467,2017-12-31,48
1468,2017-12-31,26
1469,2017-12-31,0
1470,2017-12-31,5
1471,2017-12-31,34
1472,2017-12-31,0
1473,2017-12-31,5
1474,2017-12-31,13
1475,2017-12-31,13
1476,2017-12-31,65
1477,2017-12-31,27
1478,2017-12-31,15
1479,2017-12-31,36
1480,2017-12-31,36
1481,2017-12-31,8
1482,2017-12-31,4
1483,2017-12-31,8
1484,2017-12-31,20
1485,2017-12-31,31
1486,2017-12-31,99
1487,2017-12-31,8
1488,2017-12-31,43
1489,2017-12-31,7
1490,2017-12-31,10
1491,2017-12-31,11
1492,2017-12-31,22
1493,2017-12-31,68
1494,2017-12-31,13
1495,2017-12-31,726
1496,2017-12-31,2
1497,2017-12-31,10
1498,2017-12-31,20
1499,2017-12-31,6
1500,2017-12-31,2
